time,ekin_fluid_1,ekin_fluid_2
0.0,0.0,0.0
0.0002158293035265639,8.480511135734593e-7,0.0
0.0007703875724880046,5.674225676823573e-6,0.0
0.002121631415052449,3.367454765814869e-5,0.0
0.005376155510475341,0.00019487641109402682,0.0
0.012679035941027449,0.0009684358883457123,0.0
0.026409052013274488,0.00323486169860245,0.0
0.04527574627830257,0.005240150991733067,0.0
0.07008532647298331,0.006791347646140408,0.0
0.09838872369286457,0.00577570434395556,0.0
0.1263552823945589,0.0038063344020532112,0.0
0.1546879793080641,0.0030054185197693284,0.0
0.17935560446289922,0.001965069074651356,0.0
0.20607987586363255,0.0020468665149941095,0.0
0.23565153387965015,0.0021128713509407557,0.0
0.2657090201340614,0.0018767691355587555,0.0
0.29711881643267885,0.0018026276702786399,0.0
0.3282408764219234,0.0015799793214738157,0.0
0.3594327240910891,0.0014498366704364279,0.0
0.3911024089741877,0.001358261509013833,0.0
0.42264898289204583,0.001234264271119118,0.0
0.45366086141780076,0.0011110326923629266,0.0
0.48421154066138944,0.00101185278149905,0.0
0.5149051350269321,0.0009538864502580945,0.0
0.5454631431469416,0.0008829413920226445,0.0
0.5758998629447893,0.0008230788174637003,0.0
0.6063598252882882,0.000774556870464283,0.0
0.6366138510154132,0.0007204155972363298,0.0
0.6664579563426222,0.0006657808428050612,0.0
0.6960910810971903,0.0006243613972252206,0.0
0.7254561881986764,0.0005833632755015633,0.0
0.7542360016088185,0.0005367598033985954,0.0
0.78276408864611,0.0005058265789925789,0.0
0.8110778693064125,0.000476634697569596,0.0
0.8387930898637854,0.00044012246818668916,0.0
0.8667102192079524,0.00043316146148725243,0.0
0.8951774252861574,0.00043119708652425485,0.0
0.9239418051107038,0.00042191662370950667,0.0
0.9525209048039295,0.00040312021595147375,0.0
0.9809002988995402,0.0003869937309058769,0.0
1.0093707873010995,0.00037786222711190824,0.0
1.037642646311883,0.00036189201296778304,0.0
1.0655322170654773,0.00034430983863293545,0.0
1.0933885152337264,0.00033505659220282635,0.0
1.12105342033823,0.0003218819239706611,0.0
1.1481656297993692,0.00030341732129035256,0.0
1.1752538055307877,0.0002965094537022543,0.0
1.2021860061327518,0.0002857599443358075,0.0
1.229055365234405,0.0002777046619259854,0.0
1.2561691641222794,0.00027474216011144593,0.0
1.2833761274135145,0.00026843443512693585,0.0
1.3106328097552349,0.00026215508518138384,0.0
1.3379013276674347,0.00025550453753851314,0.0
1.3651101611982335,0.0002480558866595449,0.0
1.3922381486700677,0.00024070451275268843,0.0
1.4192951218987835,0.00023374844917957568,0.0
1.4462566157182954,0.0002266331124339788,0.0
1.4731016016024416,0.0002195256742282919,0.0
1.4998386492319704,0.0002128049226589532,0.0
1.5264644433908978,0.0002062321792208068,0.0
1.552961904299534,0.00019967210920827217,0.0
1.5793350948210407,0.00019341652823177215,0.0
1.6055898989114874,0.00018742374859722168,0.0
1.6317135676138153,0.00018147116018363228,0.0
1.6577067694577396,0.00017575283632728409,0.0
1.6835808831751777,0.00017034491541886073,0.0
1.709326252179556,0.0001649913128748235,0.0
1.7349400203526495,0.00015980744436229429,0.0
1.7604422899043362,0.00015507890750455561,0.0
1.7859362417255875,0.00015147779027632294,0.0
1.8116371533809696,0.00014986998956285832,0.0
1.8377971240983595,0.00015026493412704467,0.0
1.8646263483324501,0.00015202636517633637,0.0
1.8921019476211922,0.00015294049364907107,0.0
1.920206232948219,0.00015347605701182012,0.0
1.9485081297577291,0.00015009722548524796,0.0
1.9767131494727446,0.00014508114519160128,0.0
2.0047494068434393,0.00013999726702397297,0.0
2.0320786166164657,0.0001309968574474786,0.0
2.059046679887361,0.0001257915593805435,0.0
2.0852898160005693,0.0001175160133436167,0.0
2.1113142617652696,0.00011380573225806835,0.0
2.137225019445835,0.00011022259673069653,0.0
2.1634017368620824,0.00010931615868527782,0.0
2.189804338154928,0.00010763414815616593,0.0
2.216853282158174,0.00010877990408560175,0.0
2.2443663209053204,0.00010800570868834417,0.0
2.272538490453206,0.0001086351220574702,0.0
2.3008225218827123,0.0001055304561072087,0.0
2.3289983532096525,0.00010201232325498114,0.0
2.357081912793039,9.883156172961722e-5,0.0
2.3846024863363997,9.31965894676993e-5,0.0
2.4116416978284856,8.878765831730594e-5,0.0
2.4383822424281556,8.53239604862027e-5,0.0
2.465228841381096,8.38575113740159e-5,0.0
2.4920754950339656,8.153243609771671e-5,0.0
2.5188962012587615,7.934418611925422e-5,0.0
2.545866552520893,7.804394287578134e-5,0.0
