time,ekin_fluid_1
0.0,0.0
0.00033172861707003303,2.9260006658054273e-6
0.0011842027149784223,1.9340343990069984e-5
0.0032685172377967696,0.00011560533996022253
0.008297448637680942,0.0006724911192885645
0.019521362434393938,0.0033366724294098134
0.040225697099937,0.011168925166868838
0.0673102641732814,0.018344424579213356
0.09778776847404745,0.022003008429295503
0.1333719944709568,0.028035214765799597
0.17198046630030495,0.03047268725617578
0.21373037039018283,0.03372090263899028
0.2531529075041821,0.029063395893580663
0.29791276877377804,0.036792604451772154
0.33646513137479656,0.027077783755184937
0.3713136694898823,0.022510958183288562
0.41536596090960354,0.035834763791630794
0.45992565748946485,0.03610132334615999
0.49881613327406565,0.028008478774442524
0.5397753780602288,0.031387176389478466
0.5805006384113941,0.03091760503902394
0.622623045876318,0.03295079612152869
0.6652262395433971,0.03348221159365818
0.7061660130872168,0.03088321604548661
0.7458057641840002,0.02899577460901984
0.7852955080165314,0.0287008179320913
0.8235817639147889,0.027092184139392187
0.8603126062493887,0.02520348069056733
0.8936892871898742,0.021084711868020176
0.9249080709794508,0.018661520259219567
0.9591151325435047,0.02237665897947413
0.9946027939144872,0.023880744652664546
1.0298590389254132,0.023515104807810244
1.065144086739471,0.02355012082670103
1.0997768651560835,0.022689156065016692
1.1337202364138652,0.021811059086404804
1.1675306463452075,0.021618480616798857
1.2004875829410646,0.020512916649644008
1.231846442515266,0.018587320458696713
1.2609447468566242,0.0160491091653219
1.2908682203672575,0.016938227757530143
1.3224353376254905,0.018678010375080614
1.3530801823604426,0.01748729752329881
1.3837160352269469,0.017415095081699337
1.4158847232939444,0.019048035758906446
1.4481726574146832,0.01902629575834172
1.480062421992658,0.018548537130084
1.5129019476787173,0.01970226369041902
1.5464400619803138,0.02053356564732639
1.579796309551595,0.020343021309264735
1.6134403616345783,0.020764691841530868
1.6476891674539214,0.021553361826586178
1.6820882139950761,0.0217814253540282
1.7165323446374183,0.021900866180548928
1.7512306967156508,0.02227784826472618
1.7861141700944807,0.022556902166722508
1.8210391780012154,0.02265815482030223
1.8560040738179884,0.022760371977282083
1.8909995899452803,0.02284616284744319
1.925956383930103,0.0228406494309882
