time,l_2_fluid_1,l_inf_fluid_1,l_2_fluid_2,l_inf_fluid_2
0.0,0.05874791471535163,0.15199165316056984,0.09360312098543787,0.29995103936842116
0.0003100574764829232,0.059971392665049826,0.1546997212757515,0.09344118365426538,0.297316564177727
0.001106790720330293,0.06003696265682728,0.1547768245407528,0.09344357809754293,0.2972861343756773
0.003034138012985163,0.06002987622979706,0.15474048914044292,0.09345017557613285,0.2972547166368512
0.007625902105693907,0.05996281201255373,0.15451535691978502,0.0934863195908063,0.29707521648510404
0.017565840107406076,0.059617164101918196,0.1533577836811062,0.09366541217826933,0.2961551966196547
0.03469569596946694,0.05838753904752539,0.14910695247328976,0.0943513857967466,0.2928088954308341
0.05614294766127463,0.055949440643576986,0.14039974489308005,0.09596463659313414,0.2860530118796577
0.07910508830099384,0.05314412311748515,0.12991887106954159,0.0977644898886045,0.2780045988115478
0.10333054494840323,0.05053721636725663,0.1196798789474458,0.09936516785299421,0.28349890191994465
0.12865516744870847,0.048239140680572015,0.11452608405632125,0.10055503347741326,0.2955700810873557
0.156031102041651,0.04614074610352472,0.11164313762627986,0.10167122308290018,0.29981950063380836
0.18465689893824838,0.04416088451510553,0.10758549508561865,0.10224998290215359,0.31200206524663443
0.21344899364728878,0.042389335987766466,0.10276420318957391,0.10231473750435079,0.32184140505017556
0.24237850841518663,0.040819073616329755,0.09761230257689679,0.10179991729956137,0.3286983423227503
0.27160737748419045,0.03937395112404668,0.0923157315945764,0.10098397703988551,0.3332795739459842
0.30084621677825435,0.03806527799770414,0.08703965360769328,0.10016037404482164,0.3228692838689283
0.3303122549998852,0.03688612143766589,0.08188136606791763,0.09943317027095319,0.3115712763525943
0.36012182854810054,0.0357600420041795,0.07682926645800459,0.09887310901612109,0.3009400276979003
0.3899665911065978,0.03468292600810613,0.07194309787590925,0.09826224755245629,0.2911371601557481
0.4196218640940289,0.03367351473731443,0.06790610278536136,0.09768625904378984,0.2823038537402407
0.4491589580590597,0.03272940361609103,0.06631512564119801,0.09724917636847114,0.27440958171307017
0.4786595065079702,0.03186889444757394,0.06472078980556994,0.09678888129766013,0.2673154705085311
0.5087002040512444,0.031024490761271166,0.06309332841992177,0.09643903875068861,0.2607826671281871
0.5391295688255129,0.030186407289231564,0.06142569073563919,0.0961411246658495,0.25465265838852746
0.5690095800769311,0.029388858242762862,0.059816904866246245,0.09582626102155524,0.24909076206593428
0.5988522597383004,0.028655328298897588,0.05830385367274493,0.09552199656404556,0.24416186774542004
0.6277583947969521,0.02796294492876732,0.056843186628331654,0.09516937363679262,0.23986248689259093
0.6566587461496936,0.027314978881570716,0.05555011062299475,0.094833309164689,0.23650026666448132
0.6859087074627493,0.02667323801417587,0.05430647909598063,0.09458655608025296,0.2337929995611333
0.7151059609544197,0.02603919676631337,0.05303953181018817,0.0943951595899916,0.2312744735197757
0.7440559328436921,0.02542805286845539,0.05185434519650789,0.09419095923290405,0.22896524247550432
0.7731855692042074,0.02483823324330503,0.051664493496186736,0.0940499996147505,0.22685781463720467
