time,l_2_fluid_1,l_inf_fluid_1,l_2_fluid_2,l_inf_fluid_2
0.0,0.05874791471535163,0.15199165316056984,0.09360312098543787,0.29995103936842116
0.02426403816853601,0.059971392665049826,0.1546997212757515,0.09344118365426538,0.297316564177727
0.028570782668235956,0.05927058388754289,0.15218809099365438,0.09385451419776382,0.2952068400985687
0.03210900603564871,0.05918678248484744,0.15185906435268137,0.09390259374962737,0.29483110677991853
0.040817134109759914,0.05897078550012936,0.151106363256172,0.0940224194724599,0.29421983791299355
0.06068401262162401,0.05776637652107834,0.14689305147654919,0.09476632093475656,0.29092289186403686
0.09566699023182346,0.05339724808654321,0.13090911993978982,0.09759877227153474,0.2792098641080717
0.14026175953394002,0.04667900871804475,0.11460961583160711,0.10162481930155785,0.29796906093028586
0.19117868361725854,0.04143668790072363,0.10288940331077445,0.10223223199974754,0.3371696882271831
0.24935192214633053,0.037085355849155954,0.08236065738692266,0.09727844709718793,0.31828873114801126
0.31211919165107826,0.03300305204717161,0.07059760796405357,0.09148296012224047,0.25801642433029637
0.3758137131681418,0.029517273908358756,0.06438470437860633,0.08729331628899857,0.2077544751192738
0.4389019224428507,0.02623150726146165,0.058981454971777536,0.08536408924552973,0.19040433612060548
0.5009699967781704,0.022920620539127388,0.05373071648611982,0.08454922209098972,0.18548675523944258
0.5621999427212718,0.019859334192177867,0.047141997194959595,0.08377056841892351,0.1802163535316481
0.6232340367421434,0.01752563200547216,0.04266832026306955,0.08323351259356317,0.17418740318003678
0.6843886061464736,0.015740331631048002,0.04000910597003848,0.08299967439864919,0.16927649420320456
0.7456669403615501,0.014397125177510649,0.03856469313209043,0.08285902472211723,0.16551767287202668
0.8071409772824517,0.013545517261517282,0.03678690039469701,0.08277478886796658,0.16196671147870756
0.8688813942341465,0.013094936754575761,0.03621301207384109,0.08274917958179949,0.15844938406211273
0.9308938606334133,0.012864969857400549,0.03562766656921523,0.08268351762661393,0.1552459193857303
0.9932151519963456,0.01271060122717996,0.0348447217789154,0.08264949339136113,0.1522229477346303
1.0558389090158098,0.012653976636469663,0.03392798088273308,0.082600238984709,0.1489769780807504
1.1187026152495028,0.012705573044311589,0.03304877074599255,0.08252315143936546,0.14549754592994935
1.1817934512858854,0.01285040931857321,0.032296527768814975,0.08244237713675075,0.14217595570285757
1.2451229445972758,0.013031919727199926,0.031525761521526974,0.08246610369958554,0.1392642927461636
1.308700729874982,0.013202236242115778,0.030851613975400705,0.08252808559665538,0.13767121890467693
1.3725206947788002,0.01335033855605728,0.03088536883422832,0.08248672169524966,0.13637812712327257
1.4365589255363655,0.013497792595563904,0.03048112527659974,0.08238322966908371,0.13507170476053387
1.5007576248210985,0.013676356929320696,0.030014039594232322,0.08230488162038975,0.13392442845889496
1.565079106697823,0.013880229367807355,0.029456976211474917,0.08224625161332087,0.13301565034943852
1.6295256794808866,0.014090010044676133,0.029145711651123785,0.08221186954891269,0.13225425629451404
1.6941137724455255,0.014287837912177595,0.02880956733426432,0.08217585185244443,0.131504927747083
1.7588400707160783,0.014450911178047513,0.028484514556512464,0.08211927995801414,0.1307322456334592
1.8236847828720624,0.014586471191279279,0.028200287048984807,0.08207721894276478,0.12999223318865416
1.8886262022574545,0.014717653022881898,0.027937433722001748,0.08204412632880217,0.12932827885933917
1.9536615792861818,0.014856345361801753,0.027678421693642763,0.08200089788620561,0.12872409719023536
2.0187964645248075,0.014994184018699333,0.027379033243163153,0.08194512794642506,0.12813588669166254
2.0840358197373074,0.015122640357357884,0.027453833063016186,0.0818899020563553,0.12753438582981125
2.1493807714349673,0.015238579306944212,0.027598756110400524,0.08185475094715677,0.12692476547465292
2.2148303545446595,0.015348374466460486,0.02773132610779705,0.08183036293102798,0.12633066134410653
2.280381856031571,0.01545067727842462,0.027860952853094312,0.08179841169937513,0.12576636313689593
2.3460319219611896,0.015541787893999395,0.027988262292216404,0.08177318545028485,0.12523017576945616
2.411778722805195,0.015622432791327835,0.02810605665829158,0.08174568881751292,0.12476666112973267
2.477612927519031,0.01570083215793501,0.0282116202188174,0.08171710309993539,0.12432287024454947
2.543537895982834,0.015781022701901282,0.02828876367463573,0.08169102818927669,0.1238918728785976
2.6095548694666646,0.015864465004213367,0.02834958574260016,0.08165763183017485,0.12347571147382042
2.675665642740964,0.015950845806990185,0.028415432575583432,0.08161982226173563,0.12307558471427649
2.7418737376714173,0.016041777207274073,0.028485139724905628,0.08158058069656646,0.12269349300274979
2.8081774173822183,0.016141282211200158,0.02854350019599261,0.08154088942479129,0.12232399006349437
2.874581342041848,0.016252785655845994,0.02858964560823285,0.08150199995594437,0.12196243197045542
2.9410901989181513,0.01637772918425637,0.02863840554363528,0.08145781028534696,0.12160679484282155
3.0077038194786914,0.016517016739487335,0.028698820112821877,0.08142177035707461,0.12125486651287276
3.074418689733323,0.01667271150494797,0.028766187539519317,0.08137246969598452,0.12090937778940292
3.1412272562199717,0.016832797626766583,0.028835047064202035,0.08133517022424457,0.12057432952064262
3.208122497463082,0.016991408805581983,0.028908873214096298,0.0813042412879874,0.12025205287584506
3.2750914658730683,0.017152722467611903,0.02902675838814317,0.08127309617262019,0.11994328587280112
3.3421284596237384,0.017312373383959537,0.029330379056107803,0.08125419096902513,0.11965173388491102
3.409223393937449,0.01746158925731332,0.029643057337528145,0.08122701908017528,0.119378493950977
3.476367942483141,0.01760650325714356,0.02996281373103049,0.08119780156111624,0.11912193116618253
3.543557242698592,0.017743818001590705,0.030211598247762095,0.08117458506945445,0.11888452993209031
3.610784316929616,0.017878746609052195,0.030422840654148908,0.08115288073396734,0.11866721851950046
3.6780525550203267,0.018006601856405163,0.03045732592586825,0.08113009002457248,0.1184710121190482
3.745367218205105,0.01811925500809228,0.030378448386489065,0.08110948036711156,0.11828938999872307
3.8127305408763346,0.01820979170615486,0.030323847760302836,0.08109553517849784,0.11810911350745323
3.8801458725411657,0.018284067514261534,0.03035322460907508,0.08108666143389938,0.11792611024472355
3.9476165632969273,0.01834868015201435,0.030320413668002755,0.08107921047248515,0.11774198286813864
4.015144845812397,0.018409972332803132,0.030251039351424813,0.0810710028516738,0.11755467807660958
4.082731860011453,0.018470489748682657,0.030212148281391626,0.08106689479119196,0.1173599416140898
4.15037633330587,0.018530156656660066,0.030187442495089534,0.0810715915583793,0.11715572485438763
4.218075508593576,0.018589516075449012,0.030143397893697355,0.0810700439545766,0.11694435341638454
4.285825117784079,0.01864953893319036,0.03013624844372531,0.08107558046938144,0.1167320934885615
4.353618602469314,0.018710340661917436,0.030244117239934254,0.08108036708979917,0.11652510672486316
4.4214475553859405,0.018770719079892653,0.0303457788386976,0.08107788028779359,0.11631669538937384
4.489304647040617,0.01882862584255107,0.030414722102898195,0.08107613135355882,0.11610043293123096
4.557186054629063,0.018881627211746035,0.03043834435758863,0.08107617927012956,0.1158933379531013
4.6250903967889645,0.018928485448667924,0.030516258998500856,0.08107565306487848,0.11571598080237722
4.693018144388561,0.018969603976838206,0.030573648035078338,0.08107353199085424,0.11556668080352483
4.760970223170569,0.01900540602042015,0.030559252234365397,0.08107135012281337,0.1154236661024417
